Species,Ti,Acc,gene
Carex gracillima,"Carex gracillima voucher NTW768 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG228103,rbcL
Carex haydenii,"Carex haydenii voucher CCDB-18345-C5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG226929,rbcL
Carex interior,"Carex interior voucher B1377 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG226570,rbcL
Carex lacustris,"Carex lacustris voucher B0936 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG227665,rbcL
Carex lasiocarpa,"Carex lasiocarpa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525439,rbcL
Carex vulpinoidea,"Carex vulpinoidea voucher B0743 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG227696,rbcL
Carex oligosperma,"Carex oligosperma voucher B1146 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG228249,rbcL
Carex pensylvanica,"Carex pensylvanica voucher B0565 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG227711,rbcL
Carex rostrata,"Carex rostrata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525481,rbcL
Carex scoparia,"Carex scoparia voucher TJD-702 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG191387,rbcL
Carex stricta,"Carex stricta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525491,rbcL
Chamaecrista fasciculata,"Chamaecrista fasciculata voucher group3_4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN555786,rbcL
Ceanothus americanus,"Ceanothus americanus voucher 89533HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249604,rbcL
Celastrus scandens,"Celastrus scandens voucher JAG 0831 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG246573,rbcL
Cenchrus longispinus,"Cenchrus longispinus voucher JAG 0776WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG227221,rbcL
Chamaedaphne calyculata,"Chamaedaphne calyculata P3454 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",LC610824,rbcL
Chenopodium album,"Chenopodium album voucher Q176 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658136,rbcL
Chenopodiastrum hybridum,"Chenopodiastrum hybridum voucher LZUCL0021C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcl) gene, partial cds; chloroplast",MW718965,rbcL
Chenopodium leptophyllum,"Chenopodium leptophyllum voucher CCDB-18297-B09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248030,rbcL
Heterotheca villosa,"Heterotheca villosa voucher CCDB-18323-D3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223520,rbcL
Cicuta bulbifera,"Cicuta bulbifera voucher CCDB-18321-E3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223080,rbcL
Circaea lutetiana,"Circaea lutetiana voucher NMW7852 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK924464,rbcL
Cirsium arvense,"Cirsium arvense voucher DAOM:149805 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW010948,rbcL
Cirsium discolor,"Cirsium discolor ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525565,rbcL
Comandra umbellata,"Comandra umbellata voucher CCDB-18341-D2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249928,rbcL
Convolvulus arvensis,"Convolvulus arvensis voucher TW-0358 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT932017,rbcL
Erigeron canadensis,"Erigeron canadensis voucher Anastacio Sotero 20707 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OP711273,rbcL
Conyza canadensis,"Conyza canadensis voucher AP235 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",HQ590045,rbcL
Coreopsis palmata,"Coreopsis palmata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525600,rbcL
Cornus alternifolia,"Cornus alternifolia voucher SNP_13_0412 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643905,rbcL
Cornus racemosa,"Cornus racemosa voucher Arn.Arb. 599 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",DQ340445,rbcL
Cornus sericea,"Cornus sericea voucher NTW 1087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224388,rbcL
Corylus americana,"Corylus americana voucher CCDB-18297-F07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249900,rbcL
Crepis tectorum,"Crepis tectorum voucher CCDB-18322-F9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223526,rbcL
Cycloloma atriplicifolium,"Cycloloma atriplicifolium voucher 57327HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247172,rbcL
Cyperus filiculmis,"Cyperus filiculmis voucher FLAS:Majure 5078 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627183,rbcL
Cyperus schweinitzii,"Cyperus schweinitzii voucher CCDB-23112-B07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG228091,rbcL
Cyperus strigosus,"Cyperus strigosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525649,rbcL
Danthonia spicata,"Danthonia spicata voucher 08-DPYC-13 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596712,rbcL
Delphinium carolinianum,"Delphinium carolinianum subsp. virescens voucher CCDB-24918-D06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG246676,rbcL
Desmodium canadense,"Desmodium canadense ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525679,rbcL
Hylodesmum glutinosum,"Hylodesmum glutinosum voucher JAG 0817 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249909,rbcL
Digitaria ischaemum,"Digitaria ischaemum voucher LiZJ0839 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN205099,rbcL
Digitaria sanguinalis,"Digitaria sanguinalis voucher GPAGA 327 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OL434839,rbcL
Dulichium arundinaceum,"Dulichium arundinaceum voucher DAOM:574877 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW010892,rbcL
Echinacea purpurea,"Echinacea purpurea isolate HP70L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW131906,rbcL
Elymus canadensis,"Elymus canadensis var. canadensis voucher 07-JMS-1005 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596741,rbcL
Elymus trachycaulus,"Elymus trachycaulus voucher 07-JMS-1036 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596763,rbcL
E.trachycaulus chloroplast,E.trachycaulus chloroplast rbcL gene for ribulosebiphosphate carboxylase,Z49839,rbcL
Chamaenerion angustifolium,"Chamaenerion angustifolium voucher Ge130485 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931743,rbcL
Chamerion angustifolium,"Chamerion angustifolium ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, partial cds; chloroplast gene for chloroplast product",L10217,rbcL
Epilobium ciliatum,"Epilobium ciliatum subsp. glandulosum voucher SCBI-SIGEO_13_0604 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643947,rbcL
Epilobium adenocaulon,"Epilobium adenocaulon plastid partial rbcL gene for ribulose-1,5-biphosphate carboxylase/oxygenase large subunit, specimen voucher H823783",HE574585,rbcL
Epilobium leptophyllum,"Epilobium leptophyllum voucher CCDB-18332-F6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248399,rbcL
Eragrostis spectabilis,"Eragrostis spectabilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525793,rbcL
Eragrostis trichodes,"Eragrostis trichodes ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525794,rbcL
Erechtites hieraciifolius,"Erechtites hieraciifolius voucher Canek Ledesma 20339 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OP710969,rbcL
Erigeron annuus,"Erigeron annuus voucher Q179 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658139,rbcL
Erigeron strigosus,"Erigeron strigosus ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN601447,rbcL
Eutrochium maculatum,"Eutrochium maculatum voucher Schilling 95-16, TENN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",HQ416171,rbcL
Eupatorium perfoliatum,"Eupatorium perfoliatum voucher DAOM:87634 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW010960,rbcL
Euphorbia corollata,"Euphorbia corollata voucher SCBI_13_0469 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643888,rbcL
Euphorbia geyeri,"Euphorbia geyeri voucher CCDB-23390-C03 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249086,rbcL
Euphorbia glyptosperma,"Euphorbia glyptosperma voucher CCDB-18329-E11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248984,rbcL
Euthamia graminifolia,"Euthamia graminifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525840,rbcL
Festuca ovina,"Festuca ovina voucher ZhangDC-07ZX-1815 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN205115,rbcL
Festuca rubra,"Festuca rubra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF158779,rbcL
Fragaria vesca,"Fragaria vesca voucher Ge130013 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931934,rbcL
Fragaria virginiana,"Fragaria virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525861,rbcL
Fraxinus americana,"Fraxinus americana voucher SCBI-SIGEO_13_0293 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643769,rbcL
Fraxinus nigra,"Fraxinus nigra voucher MT00180048 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223245,rbcL
Fraxinus pennsylvanica,"Fraxinus pennsylvanica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525865,rbcL
Galium aparine,"Galium aparine voucher Ge130251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931544,rbcL
G.aparine chloroplast,G.aparine chloroplast rbcL gene,X81091,rbcL
Galium boreale,"Galium boreale voucher Ge130014 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931546,rbcL
Galium trifidum,"Galium trifidum voucher YangLE520 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG906212,rbcL
Galium triflorum,"Galium triflorum voucher Sunhang 18356 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG906239,rbcL
Gentiana andrewsii,"Gentiana andrewsii voucher JAG 0082 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223549,rbcL
Geranium maculatum,"Geranium maculatum voucher SCBI-SIGEO_13_0094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644002,rbcL
Glechoma hederacea,"Glechoma hederacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525914,rbcL
G.hederacea chloroplast,G.hederacea chloroplast rbcL gene for rubisco (large subunit) (partial),Z37391,rbcL
Glyceria grandis,"Glyceria grandis voucher 04-PMP-18372 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596821,rbcL
Gamochaeta purpurea,"Gamochaeta purpurea voucher Peru170263 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OQ391895,rbcL
Gnaphalium uliginosum,"Gnaphalium uliginosum voucher CCDB-23110-C04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223938,rbcL
Platanthera lacera,"Platanthera lacera voucher 79185HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG226073,rbcL
Hackelia deflexa,"Hackelia deflexa voucher CCDB-23324-H09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223887,rbcL
Hedeoma hispida,"Hedeoma hispida voucher 19931HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223566,rbcL
Helenium autumnale,"Helenium autumnale voucher MMD 056 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224442,rbcL
Helianthus giganteus,"Helianthus giganteus voucher 51588HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224131,rbcL
Helianthus hirsutus,"Helianthus hirsutus voucher 43785HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224446,rbcL
Helianthus petiolaris,"Helianthus petiolaris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525956,rbcL
Heliopsis helianthoides,"Heliopsis helianthoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525959,rbcL
Heuchera richardsonii,"Heuchera richardsonii voucher CCDB-18313-F06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249526,rbcL
Pilosella aurantiaca,"Pilosella aurantiaca voucher SNEW051_AWP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224321,rbcL
Hieracium aurantiacum,"Hieracium aurantiacum voucher AP120 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",HQ590130,rbcL
Hieracium umbellatum,"Hieracium umbellatum voucher 12CS5563 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN204741,rbcL
Hieracium longipilum,"Hieracium longipilum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525971,rbcL
Hierochloe odorata,"Hierochloe odorata voucher NMW8042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK925477,rbcL
Anthoxanthum nitens,"Anthoxanthum nitens isolate DNAS-A6-86950 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP940980,rbcL
Houstonia longifolia,"Houstonia longifolia voucher SCBI-SIGEO_13_0215 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644108,rbcL
Hypericum majus,"Hypericum majus voucher 77454HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249055,rbcL
Hypoxis hirsuta,"Hypoxis hirsuta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526006,rbcL
Ilex verticillata,"Ilex verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526009,rbcL
Impatiens capensis,"Impatiens capensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526012,rbcL
I.capensis rbcL,I.capensis rbcL gene,Z83142,rbcL
Iris versicolor,"Iris versicolor ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526022,rbcL
Juncus tenuis,"Juncus tenuis voucher NSMK-PI201900089 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN206231,rbcL
Juniperus communis,"Juniperus communis var. hondoensis TF<JPN>:TW024240 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",LC690788,rbcL
Juniperus virginiana,"Juniperus virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526052,rbcL
Krigia biflora,"Krigia biflora voucher 29011HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223992,rbcL
Lactuca biennis,"Lactuca biennis voucher WAB_1079140495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KJ593492,rbcL
Lactuca canadensis,"Lactuca canadensis voucher SNP_13_0435 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643668,rbcL
Lactuca serriola,"Lactuca serriola voucher Ge130438 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT930493,rbcL
Larix laricina,"Larix laricina voucher MLTI87 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG215582,rbcL
Lathyrus ochroleucus,"Lathyrus ochroleucus voucher CCDB-18330-G5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249418,rbcL
Lathyrus venosus,"Lathyrus venosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526073,rbcL
Lechea stricta,"Lechea stricta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526076,rbcL
Leersia oryzoides,"Leersia oryzoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526079,rbcL
Lepidium densiflorum,"Lepidium densiflorum voucher CCDB-18327-H1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249005,rbcL
Lepidium virginicum,"Lepidium virginicum voucher GPAGA 442 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OL434716,rbcL
Digitaria cognata,"Digitaria cognata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525706,rbcL
Lespedeza capitata,"Lespedeza capitata voucher CCDB-20330-B10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249312,rbcL
Liatris aspera,"Liatris aspera voucher 44885HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223434,rbcL
Liatris ligulistylis,"Liatris ligulistylis voucher 29460HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224416,rbcL
Liatris pycnostachya,"Liatris pycnostachya ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526099,rbcL
Linaria vulgaris,"Linaria vulgaris voucher Ge130468 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931666,rbcL
Lithospermum canescens,"Lithospermum canescens voucher 74726HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223618,rbcL
Lithospermum carolinense,"Lithospermum carolinense voucher CCDB-23308-E09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224566,rbcL
Lobelia siphilitica,"Lobelia siphilitica voucher SCBI-SIGEO_13_0603 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644032,rbcL
Lobelia spicata,"Lobelia spicata voucher 52010HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224243,rbcL
Lolium multiflorum,"Lolium multiflorum voucher NSMK-PI20190072 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN206583,rbcL
Lonicera dioica,"Lonicera dioica voucher RBG 148 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224262,rbcL
Lonicera tatarica,"Lonicera tatarica var. morrowii TF<JPN>:nagami029 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",LC694241,rbcL
Lonicera morrowii,"Lonicera morrowii voucher TJD-087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KJ841385,rbcL
Ludwigia polycarpa,"Ludwigia polycarpa voucher CCDB-23327-H11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG246861,rbcL
Lupinus perennis,"Lupinus perennis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526137,rbcL
L.perennis chloroplast,L.perennis chloroplast rbcL gene,Z70058,rbcL
Silene latifolia,"Silene latifolia isolate Sl-IL9A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",EF647098,rbcL
Diphasiastrum complanatum,"Diphasiastrum complanatum isolate 116 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW801468,rbcL
Lycopus americanus,"Lycopus americanus voucher MT00180065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG221269,rbcL
Lycopus uniflorus,"Lycopus uniflorus voucher DAOM:114440 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW010972,rbcL
Lysimachia ciliata,"Lysimachia ciliata voucher SCBI-SIGEO_13_0513 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643981,rbcL
Lysimachia thyrsiflora,"Lysimachia thyrsiflora voucher RBGE174 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK925501,rbcL
Maianthemum canadense,"Maianthemum canadense voucher J. Wen 12225 (US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW400761,rbcL
Medicago lupulina,"Medicago lupulina voucher GPAGA 347 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OL434738,rbcL
Medicago sativa,"Medicago sativa subsp. x varia voucher Ge130363 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931449,rbcL
M.sativa chloroplast,M.sativa chloroplast rbcL gene,Z70173,rbcL
Alfalfa chloroplast,Alfalfa chloroplast rbcL gene for ribulose bisphosphate carboxylase/oxygenase large subunit,X04975,rbcL
Melilotus officinalis,"Melilotus officinalis voucher TW-0251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931456,rbcL
Mimulus ringens,"Mimulus ringens voucher BAR164 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224693,rbcL
Mirabilis albida,"Mirabilis albida voucher CCDB-18302-C06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249258,rbcL
Mirabilis nyctaginea,"Mirabilis nyctaginea voucher CCDB-18302-D06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248224,rbcL
Mollugo verticillata,"Mollugo verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526202,rbcL
M.verticillata chloroplast,"M.verticillata chloroplast ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",M62566,rbcL
Monarda fistulosa,"Monarda fistulosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526203,rbcL
M.menthaefolia chloroplast,M.menthaefolia chloroplast rbcL gene for rubisco (large subunit) (partial),Z37420,rbcL
M.fistulosa chloroplast,M.fistulosa chloroplast rbcL gene for rubisco (large subunit) (partial),Z37419,rbcL
Monarda punctata,"Monarda punctata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526204,rbcL
Mosla dianthera,"Mosla dianthera voucher 07-167 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN192669,rbcL
